date,congestion,diffRatio
2020-06-21,7,-0.631578947368421
2020-06-22,15,-0.5
2020-06-23,16,-0.5151515151515151
2020-06-24,16,-0.5428571428571428
2020-06-25,17,-0.5405405405405406
2020-06-26,19,-0.4864864864864865
2020-06-27,10,-0.5652173913043478
2020-06-28,7,-0.631578947368421
2020-06-29,17,-0.4333333333333333
2020-06-30,17,-0.4848484848484849
2020-07-01,18,-0.4857142857142857
2020-07-02,21,-0.4324324324324325
2020-07-03,13,-0.6486486486486487
2020-07-04,5,-0.7826086956521741
2020-07-05,6,-0.6842105263157895
2020-07-06,17,-0.4333333333333333
2020-07-07,15,-0.5454545454545454
2020-07-08,17,-0.5142857142857142
2020-07-09,18,-0.5135135135135135
2020-07-10,19,-0.4864864864864865
2020-07-11,10,-0.5652173913043478
2020-07-12,9,-0.5263157894736842
2020-07-13,16,-0.4666666666666667
2020-07-14,17,-0.4848484848484849
2020-07-15,17,-0.5142857142857142
2020-07-16,18,-0.5135135135135135
2020-07-17,19,-0.4864864864864865
2020-07-18,12,-0.4782608695652174
2020-07-19,6,-0.6842105263157895
2020-07-20,14,-0.5333333333333333
2020-07-21,16,-0.5151515151515151
2020-07-22,17,-0.5142857142857142
2020-07-23,17,-0.5405405405405406
2020-07-24,19,-0.4864864864864865
2020-07-25,13,-0.4347826086956521
2020-07-26,8,-0.5789473684210527
2020-07-27,15,-0.5
2020-07-28,17,-0.4848484848484849
2020-07-29,18,-0.4857142857142857
2020-07-30,17,-0.5405405405405406
2020-07-31,21,-0.4324324324324325
2020-08-01,14,-0.391304347826087
2020-08-02,6,-0.6842105263157895
2020-08-03,19,-0.3666666666666665
2020-08-04,12,-0.6363636363636364
2020-08-05,25,-0.2857142857142857
2020-08-06,22,-0.4054054054054054
2020-08-07,24,-0.3513513513513513
2020-08-08,12,-0.4782608695652174
2020-08-09,9,-0.5263157894736842
2020-08-10,17,-0.4333333333333333
2020-08-11,18,-0.4545454545454545
2020-08-12,19,-0.4571428571428571
2020-08-13,18,-0.5135135135135135
2020-08-14,23,-0.3783783783783784
2020-08-15,14,-0.391304347826087
2020-08-16,6,-0.6842105263157895
2020-08-17,18,-0.4
2020-08-18,19,-0.4242424242424242
2020-08-19,18,-0.4857142857142857
2020-08-20,21,-0.4324324324324325
2020-08-21,23,-0.3783783783783784
2020-08-22,15,-0.3478260869565217
2020-08-23,9,-0.5263157894736842
2020-08-24,17,-0.4333333333333333
2020-08-25,19,-0.4242424242424242
2020-08-26,20,-0.4285714285714285
2020-08-27,22,-0.4054054054054054
2020-08-28,23,-0.3783783783783784
2020-08-29,9,-0.6086956521739131
2020-08-30,14,-0.2631578947368421
2020-08-31,18,-0.4
2020-09-01,20,-0.3939393939393939
2020-09-02,21,-0.4
2020-09-03,23,-0.3783783783783784
2020-09-04,25,-0.3243243243243243
2020-09-05,13,-0.4347826086956521
2020-09-06,9,-0.5263157894736842
2020-09-07,7,-0.7666666666666667
2020-09-08,21,-0.3636363636363637
2020-09-09,22,-0.3714285714285713
2020-09-10,24,-0.3513513513513513
2020-09-11,27,-0.2702702702702703
2020-09-12,16,-0.3043478260869565
2020-09-13,9,-0.5263157894736842
2020-09-14,21,-0.3
2020-09-15,23,-0.303030303030303
2020-09-16,21,-0.4
2020-09-17,22,-0.4054054054054054
2020-09-18,25,-0.3243243243243243
2020-09-19,17,-0.2608695652173913
2020-09-20,9,-0.5263157894736842
2020-09-21,19,-0.3666666666666665
2020-09-22,21,-0.3636363636363637
2020-09-23,22,-0.3714285714285713
2020-09-24,22,-0.4054054054054054
2020-09-25,26,-0.2972972972972973
2020-09-26,16,-0.3043478260869565
2020-09-27,9,-0.5263157894736842
2020-09-28,13,-0.5666666666666667
2020-09-29,24,-0.2727272727272727
2020-09-30,23,-0.3428571428571429
2020-10-01,25,-0.3243243243243243
2020-10-02,26,-0.2972972972972973
2020-10-03,17,-0.2608695652173913
2020-10-04,9,-0.5263157894736842
2020-10-05,20,-0.3333333333333333
2020-10-06,21,-0.3636363636363637
2020-10-07,21,-0.4
2020-10-08,23,-0.3783783783783784
2020-10-09,26,-0.2972972972972973
2020-10-10,18,-0.217391304347826
2020-10-11,7,-0.631578947368421
2020-10-12,13,-0.5666666666666667
2020-10-13,21,-0.3636363636363637
2020-10-14,23,-0.3428571428571429
2020-10-15,26,-0.2972972972972973
2020-10-16,25,-0.3243243243243243
2020-10-17,18,-0.217391304347826
2020-10-18,12,-0.3684210526315789
2020-10-19,20,-0.3333333333333333
2020-10-20,21,-0.3636363636363637
2020-10-21,21,-0.4
2020-10-22,22,-0.4054054054054054
2020-10-23,24,-0.3513513513513513
2020-10-24,16,-0.3043478260869565
2020-10-25,12,-0.3684210526315789
2020-10-26,22,-0.2666666666666666
2020-10-27,21,-0.3636363636363637
2020-10-28,23,-0.3428571428571429
2020-10-29,24,-0.3513513513513513
2020-10-30,24,-0.3513513513513513
2020-10-31,15,-0.3478260869565217
2020-11-01,11,-0.4210526315789473
2020-11-02,21,-0.3
2020-11-03,14,-0.5757575757575758
2020-11-04,18,-0.4857142857142857
2020-11-05,21,-0.4324324324324325
2020-11-06,23,-0.3783783783783784
2020-11-07,16,-0.3043478260869565
2020-11-08,12,-0.3684210526315789
2020-11-09,20,-0.3333333333333333
2020-11-10,21,-0.3636363636363637
2020-11-11,17,-0.5142857142857142
2020-11-12,23,-0.3783783783783784
2020-11-13,23,-0.3783783783783784
2020-11-14,16,-0.3043478260869565
2020-11-15,8,-0.5789473684210527
2020-11-16,20,-0.3333333333333333
2020-11-17,19,-0.4242424242424242
2020-11-18,21,-0.4
2020-11-19,19,-0.4864864864864865
2020-11-20,24,-0.3513513513513513
2020-11-21,15,-0.3478260869565217
2020-11-22,7,-0.631578947368421
2020-11-23,21,-0.3
2020-11-24,22,-0.3333333333333333
2020-11-25,21,-0.4
2020-11-26,3,-0.9189189189189192
2020-11-27,8,-0.7837837837837838
2020-11-28,9,-0.6086956521739131
2020-11-29,8,-0.5789473684210527
2020-11-30,17,-0.4333333333333333
2020-12-01,17,-0.4848484848484849
2020-12-02,16,-0.5428571428571428
2020-12-03,18,-0.5135135135135135
2020-12-04,20,-0.4594594594594595
2020-12-05,10,-0.5652173913043478
2020-12-06,8,-0.5789473684210527
2020-12-07,16,-0.4666666666666667
2020-12-08,17,-0.4848484848484849
2020-12-09,18,-0.4857142857142857
2020-12-10,20,-0.4594594594594595
2020-12-11,20,-0.4594594594594595
2020-12-12,12,-0.4782608695652174
2020-12-13,10,-0.4736842105263158
2020-12-14,19,-0.3666666666666665
2020-12-15,24,-0.2727272727272727
2020-12-16,31,-0.1142857142857142
2020-12-17,23,-0.3783783783783784
2020-12-18,27,-0.2702702702702703
2020-12-19,19,-0.1739130434782608
2020-12-20,12,-0.3684210526315789
2020-12-21,28,-0.0666666666666666
2020-12-22,27,-0.1818181818181818
2020-12-23,31,-0.1142857142857142
2020-12-24,20,-0.4594594594594595
2020-12-25,3,-0.9189189189189192
2020-12-26,8,-0.6521739130434783
2020-12-27,7,-0.631578947368421
2020-12-28,14,-0.5333333333333333
2020-12-29,16,-0.5151515151515151
2020-12-30,17,-0.5142857142857142
2020-12-31,13,-0.6486486486486487
2021-01-04,13,-0.5666666666666667
2021-01-05,14,-0.5757575757575758
2021-01-06,14,-0.6
2021-01-07,16,-0.5675675675675675
2021-01-08,15,-0.5945945945945946
2021-01-09,9,-0.6086956521739131
2021-01-10,6,-0.6842105263157895
2021-01-11,13,-0.5666666666666667
2021-01-12,16,-0.5151515151515151
2021-01-13,14,-0.6
2021-01-14,15,-0.5945945945945946
2021-01-15,18,-0.5135135135135135
2021-01-16,9,-0.6086956521739131
2021-01-17,6,-0.6842105263157895
2021-01-18,11,-0.6333333333333333
2021-01-19,15,-0.5454545454545454
2021-01-20,14,-0.6
2021-01-21,15,-0.5945945945945946
2021-01-22,16,-0.5675675675675675
2021-01-23,9,-0.6086956521739131
2021-01-24,6,-0.6842105263157895
2021-01-25,14,-0.5333333333333333
2021-01-26,14,-0.5757575757575758
2021-01-27,17,-0.5142857142857142
2021-01-28,19,-0.4864864864864865
2021-01-29,18,-0.5135135135135135
2021-01-30,12,-0.4782608695652174
2021-01-31,11,-0.4210526315789473
2021-02-01,40,0.3333333333333333
2021-02-02,17,-0.4848484848484848
2021-02-03,28,-0.2
2021-02-04,32,-0.1351351351351351
2021-02-05,29,-0.2162162162162162
2021-02-06,21,-0.0869565217391304
2021-02-07,11,-0.4210526315789473
2021-02-08,23,-0.2333333333333333
2021-02-09,21,-0.3636363636363636
2021-02-10,24,-0.3142857142857143
2021-02-11,24,-0.3513513513513513
2021-02-12,24,-0.3513513513513513
2021-02-13,16,-0.3043478260869565
2021-02-14,10,-0.4736842105263157
2021-02-15,12,-0.6
2021-02-16,22,-0.3333333333333333
2021-02-17,26,-0.2571428571428571
2021-02-18,25,-0.3243243243243243
2021-02-19,19,-0.4864864864864865
2021-02-20,18,-0.217391304347826
2021-02-21,13,-0.3157894736842105
2021-02-22,24,-0.2
2021-02-23,24,-0.2727272727272727
2021-02-24,28,-0.2
2021-02-25,28,-0.2432432432432432
2021-02-26,29,-0.2162162162162162
2021-02-27,17,-0.2608695652173913
2021-02-28,14,-0.2631578947368421
2021-03-01,23,-0.2333333333333333
2021-03-02,23,-0.303030303030303
2021-03-03,26,-0.2571428571428571
2021-03-04,25,-0.3243243243243243
2021-03-05,28,-0.2432432432432432
2021-03-06,18,-0.217391304347826
2021-03-07,14,-0.2631578947368421
2021-03-08,23,-0.2333333333333333
2021-03-09,25,-0.2424242424242424
2021-03-10,25,-0.2857142857142857
2021-03-11,27,-0.2702702702702703
2021-03-12,31,-0.1621621621621621
2021-03-13,22,-0.0434782608695652
2021-03-14,16,-0.1578947368421052
2021-03-15,22,-0.2666666666666666
2021-03-16,23,-0.303030303030303
2021-03-17,23,-0.3428571428571428
2021-03-18,27,-0.2702702702702703
2021-03-19,28,-0.2432432432432432
2021-03-20,21,-0.0869565217391304
2021-03-21,17,-0.1052631578947368
2021-03-22,25,-0.1666666666666666
2021-03-23,25,-0.2424242424242424
2021-03-24,28,-0.2
2021-03-25,27,-0.2702702702702703
2021-03-26,31,-0.1621621621621621
2021-03-27,24,0.0434782608695652
2021-03-28,11,-0.4210526315789473
2021-03-29,19,-0.3666666666666666
2021-03-30,28,-0.1515151515151515
2021-03-31,26,-0.2571428571428571
2021-04-01,25,-0.3243243243243243
2021-04-02,23,-0.3783783783783784
2021-04-03,21,-0.0869565217391304
2021-04-04,15,-0.2105263157894736
2021-04-05,27,-0.1
2021-04-06,28,-0.1515151515151515
2021-04-07,27,-0.2285714285714285
2021-04-08,30,-0.1891891891891892
2021-04-09,30,-0.1891891891891892
2021-04-10,23,0.0
2021-04-11,16,-0.1578947368421052
2021-04-12,27,-0.1
2021-04-13,29,-0.1212121212121212
2021-04-14,28,-0.2
2021-04-15,29,-0.2162162162162162
2021-04-16,35,-0.054054054054054
2021-04-17,23,0.0
2021-04-18,18,-0.0526315789473684
2021-04-19,25,-0.1666666666666666
2021-04-20,31,-0.0606060606060606
2021-04-21,26,-0.2571428571428571
2021-04-22,28,-0.2432432432432432
2021-04-23,35,-0.054054054054054
2021-04-24,28,0.217391304347826
2021-04-25,14,-0.2631578947368421
2021-04-26,27,-0.1
2021-04-27,28,-0.1515151515151515
2021-04-28,31,-0.1142857142857142
2021-04-29,28,-0.2432432432432432
2021-04-30,33,-0.1081081081081081
2021-05-01,24,0.0434782608695652
2021-05-02,20,0.0526315789473684
2021-05-03,27,-0.1
2021-05-04,27,-0.1818181818181818
2021-05-05,29,-0.1714285714285714
2021-05-06,33,-0.1081081081081081
2021-05-07,35,-0.054054054054054
2021-05-08,25,0.0869565217391304
2021-05-09,28,0.4736842105263157
2021-05-10,26,-0.1333333333333333
2021-05-11,29,-0.1212121212121212
2021-05-12,30,-0.1428571428571428
2021-05-13,30,-0.1891891891891892
2021-05-14,35,-0.054054054054054
2021-05-15,26,0.1304347826086956
2021-05-16,19,0.0
2021-05-17,23,-0.2333333333333333
2021-05-18,27,-0.1818181818181818
2021-05-19,32,-0.0857142857142857
2021-05-20,35,-0.054054054054054
2021-05-21,36,-0.027027027027027
2021-05-22,26,0.1304347826086956
2021-05-23,22,0.1578947368421052
2021-05-24,27,-0.1
2021-05-25,32,-0.0303030303030303
2021-05-26,34,-0.0285714285714285
2021-05-27,39,0.054054054054054
2021-05-28,38,0.027027027027027
2021-05-29,18,-0.217391304347826
2021-05-30,15,-0.2105263157894736
2021-05-31,14,-0.5333333333333333
2021-06-01,32,-0.0303030303030303
2021-06-02,33,-0.0571428571428571
2021-06-03,30,-0.1891891891891892
2021-06-04,40,0.081081081081081
2021-06-05,33,0.4347826086956521
2021-06-06,26,0.3684210526315789
2021-06-07,30,0.0
2021-06-08,33,0.0
2021-06-09,30,-0.1428571428571428
2021-06-10,35,-0.054054054054054
2021-06-11,35,-0.054054054054054
2021-06-12,24,0.0434782608695652
2021-06-13,20,0.0526315789473684
2021-06-14,26,-0.1333333333333333
2021-06-15,30,-0.0909090909090909
2021-06-16,33,-0.0571428571428571
2021-06-17,37,0.0
2021-06-18,39,0.054054054054054
2021-06-19,28,0.217391304347826
2021-06-20,25,0.3157894736842105
2021-06-21,26,-0.1333333333333333
2021-06-22,30,-0.0909090909090909
2021-06-23,32,-0.0857142857142857
2021-06-24,35,-0.054054054054054
2021-06-25,35,-0.054054054054054
2021-06-26,29,0.2608695652173913
2021-06-27,19,0.0
2021-06-28,26,-0.1333333333333333
2021-06-29,28,-0.1515151515151515
2021-06-30,29,-0.1714285714285714
2021-07-01,33,-0.1081081081081081
2021-07-02,29,-0.2162162162162162
2021-07-03,16,-0.3043478260869565
2021-07-04,13,-0.3157894736842105
2021-07-05,12,-0.6
2021-07-06,25,-0.2424242424242424
2021-07-07,26,-0.2571428571428571
2021-07-08,35,-0.054054054054054
2021-07-09,29,-0.2162162162162162
2021-07-10,25,0.0869565217391304
2021-07-11,16,-0.1578947368421052
2021-07-12,24,-0.2
2021-07-13,26,-0.2121212121212121
2021-07-14,28,-0.2
2021-07-15,34,-0.081081081081081
2021-07-16,32,-0.1351351351351351
2021-07-17,24,0.0434782608695652
2021-07-18,17,-0.1052631578947368
2021-07-19,24,-0.2
2021-07-20,24,-0.2727272727272727
2021-07-21,25,-0.2857142857142857
2021-07-22,29,-0.2162162162162162
2021-07-23,34,-0.081081081081081
2021-07-24,25,0.0869565217391304
2021-07-25,16,-0.1578947368421052
2021-07-26,24,-0.2
2021-07-27,25,-0.2424242424242424
2021-07-28,26,-0.2571428571428571
2021-07-29,29,-0.2162162162162162
2021-07-30,32,-0.1351351351351351
2021-07-31,25,0.0869565217391304
